Tweet,Etiket,Alt Etiket,CONTEXT_INPUT
sy jb siz alevi ile bir olamazsınız aleviler eline beline diline hakim olan kişilerdir,2,,kılıçdaroğlu'nun kendisi alevi siyasi partinin başında neyi eksik? diyen kimdi ? [SEP] sy jb siz alevi ile bir olamazsınız aleviler eline beline diline hakim olan kişilerdir
ya biz süryaniyiz ya onlar alevi!,2,,sy jb siz alevi ile bir olamazsınız aleviler eline beline diline hakim olan kişilerdir [SEP] ya biz süryaniyiz ya onlar alevi!
"denize atılan izmariti konu ederken lgbti alevi ve kürt'ü veya en azından genel çerçevesiyle ""ayrımcılığı"" konu etmemeleri de bir tercihtir ve bu da politiktir. bu tercihlerinden dolayı da eleştirilmeyi göze almış olmaları gerekir.",2,,"ya biz süryaniyiz ya onlar alevi! [SEP] denize atılan izmariti konu ederken lgbti alevi ve kürt'ü veya en azından genel çerçevesiyle ""ayrımcılığı"" konu etmemeleri de bir tercihtir ve bu da politiktir. bu tercihlerinden dolayı da eleştirilmeyi göze almış olmaları gerekir."
çalıştığım yerde malatya'nın köyünden misin merkezinden mi diye soruyorlar bu şey demek alevi misin sünni misin,2,,"denize atılan izmariti konu ederken lgbti alevi ve kürt'ü veya en azından genel çerçevesiyle ""ayrımcılığı"" konu etmemeleri de bir tercihtir ve bu da politiktir. bu tercihlerinden dolayı da eleştirilmeyi göze almış olmaları gerekir. [SEP] çalıştığım yerde malatya'nın köyünden misin merkezinden mi diye soruyorlar bu şey demek alevi misin sünni misin"
"bazen su olmak lazım sessiz sakin! bazen sel olmak lazım öfkeli ve hırçın! bazen mum alevi sabırla tükenmeyi bekleyen! bazense volkan önüne gelen her şeyi hızla tüketen! kimine su olacaksın kimine sel! kimine mum olacaksın kimine volkan! ama kimseye asla ""kul"" olmayacaksın!",2,,"çalıştığım yerde malatya'nın köyünden misin merkezinden mi diye soruyorlar bu şey demek alevi misin sünni misin [SEP] bazen su olmak lazım sessiz sakin! bazen sel olmak lazım öfkeli ve hırçın! bazen mum alevi sabırla tükenmeyi bekleyen! bazense volkan önüne gelen her şeyi hızla tüketen! kimine su olacaksın kimine sel! kimine mum olacaksın kimine volkan! ama kimseye asla ""kul"" olmayacaksın!"
disa barış okulu 7 eylül cumartesi günü cuma çiçek ve vivet alevi'nin seminerleriyle başladı. ilk gün toplumsal barışın inşasında sivil toplumun rolüne dair teorik bir çerçeve çizildi ve grup içi sosyalleşmede şiddetsiz iletişimin önemi konuşuldu.,2,,"bazen su olmak lazım sessiz sakin! bazen sel olmak lazım öfkeli ve hırçın! bazen mum alevi sabırla tükenmeyi bekleyen! bazense volkan önüne gelen her şeyi hızla tüketen! kimine su olacaksın kimine sel! kimine mum olacaksın kimine volkan! ama kimseye asla ""kul"" olmayacaksın! [SEP] disa barış okulu 7 eylül cumartesi günü cuma çiçek ve vivet alevi'nin seminerleriyle başladı. ilk gün toplumsal barışın inşasında sivil toplumun rolüne dair teorik bir çerçeve çizildi ve grup içi sosyalleşmede şiddetsiz iletişimin önemi konuşuldu."
avşar alevi türkmenlerinin anadolu ve suriye geçmişi büyük sahabe hazreti ali ra bin ebu talib'e ve hatta peygamber muhammed mustafa sav efendimizin hendek muharebesine dek dayanır. hz muhammed aleyhisselam hendek muharebesinde ilk kez bir türk ailesiyle haşir neşir olur.,2,,disa barış okulu 7 eylül cumartesi günü cuma çiçek ve vivet alevi'nin seminerleriyle başladı. ilk gün toplumsal barışın inşasında sivil toplumun rolüne dair teorik bir çerçeve çizildi ve grup içi sosyalleşmede şiddetsiz iletişimin önemi konuşuldu. [SEP] avşar alevi türkmenlerinin anadolu ve suriye geçmişi büyük sahabe hazreti ali ra bin ebu talib'e ve hatta peygamber muhammed mustafa sav efendimizin hendek muharebesine dek dayanır. hz muhammed aleyhisselam hendek muharebesinde ilk kez bir türk ailesiyle haşir neşir olur.
#muharrem önceden güneşe göre oruç açılırdı sahur falan olmaz yeme içme sınırlı idi iftar diye bir kelime geçmezdi iyice sünni dine uydular alevi kızılbaşlar yakında top da patlatılır kiminle gezersen ona benzersiniz,1,dini,avşar alevi türkmenlerinin anadolu ve suriye geçmişi büyük sahabe hazreti ali ra bin ebu talib'e ve hatta peygamber muhammed mustafa sav efendimizin hendek muharebesine dek dayanır. hz muhammed aleyhisselam hendek muharebesinde ilk kez bir türk ailesiyle haşir neşir olur. [SEP] #muharrem önceden güneşe göre oruç açılırdı sahur falan olmaz yeme içme sınırlı idi iftar diye bir kelime geçmezdi iyice sünni dine uydular alevi kızılbaşlar yakında top da patlatılır kiminle gezersen ona benzersiniz
sözde alevi arkadaşlarım her zaman gösterdiğiniz duyarın üçte birini tutulan oruçlara da saygı duyup tükettiğiniz alkollü içeceklerin fotoğraflarını paylaşmazsanız mı :),1,dini,#muharrem önceden güneşe göre oruç açılırdı sahur falan olmaz yeme içme sınırlı idi iftar diye bir kelime geçmezdi iyice sünni dine uydular alevi kızılbaşlar yakında top da patlatılır kiminle gezersen ona benzersiniz [SEP] sözde alevi arkadaşlarım her zaman gösterdiğiniz duyarın üçte birini tutulan oruçlara da saygı duyup tükettiğiniz alkollü içeceklerin fotoğraflarını paylaşmazsanız mı :)
1 canan kaftancıoğlu bir şeyler demiş diye hainlik ediyor yanlış yapıyor yok öyle şey la diye kızıyorlar. la olum ben türk ve alevi kökenliyim atalarım yakın zaman büyüklerim ve ben sizlerin insanlarıma ve bana neler yapıldığını biliyorsunuz.,2,,sözde alevi arkadaşlarım her zaman gösterdiğiniz duyarın üçte birini tutulan oruçlara da saygı duyup tükettiğiniz alkollü içeceklerin fotoğraflarını paylaşmazsanız mı :) [SEP] 1 canan kaftancıoğlu bir şeyler demiş diye hainlik ediyor yanlış yapıyor yok öyle şey la diye kızıyorlar. la olum ben türk ve alevi kökenliyim atalarım yakın zaman büyüklerim ve ben sizlerin insanlarıma ve bana neler yapıldığını biliyorsunuz.
ailevi sorunları her defasında alevi sorunları diye okumam,2,,1 canan kaftancıoğlu bir şeyler demiş diye hainlik ediyor yanlış yapıyor yok öyle şey la diye kızıyorlar. la olum ben türk ve alevi kökenliyim atalarım yakın zaman büyüklerim ve ben sizlerin insanlarıma ve bana neler yapıldığını biliyorsunuz. [SEP] ailevi sorunları her defasında alevi sorunları diye okumam
dara çekmek bir alevi ritüelidir. kişiyi eleştirmek cezasını belirlemek için yapılır. dar ağacı da buradan gelir. ankara'yı dar etmek. ankara'yı dara çekmek isteyenlere duyurulur. yavaş gelin biraz,2,,ailevi sorunları her defasında alevi sorunları diye okumam [SEP] dara çekmek bir alevi ritüelidir. kişiyi eleştirmek cezasını belirlemek için yapılır. dar ağacı da buradan gelir. ankara'yı dar etmek. ankara'yı dara çekmek isteyenlere duyurulur. yavaş gelin biraz
bu kapılara sınırlara durduk yere bakılmaz ilk casusluk davasında ki alevi kimlikler üzerine yazılımlar ile baktım çünkü türk kadını konu askeri polisi olduğunda seks işçisi de olsa bu denli rahat ifadeler vermez sonra ermeni soykırım dosyası ve canlı bombalar nedeniyle baktım,2,,dara çekmek bir alevi ritüelidir. kişiyi eleştirmek cezasını belirlemek için yapılır. dar ağacı da buradan gelir. ankara'yı dar etmek. ankara'yı dara çekmek isteyenlere duyurulur. yavaş gelin biraz [SEP] bu kapılara sınırlara durduk yere bakılmaz ilk casusluk davasında ki alevi kimlikler üzerine yazılımlar ile baktım çünkü türk kadını konu askeri polisi olduğunda seks işçisi de olsa bu denli rahat ifadeler vermez sonra ermeni soykırım dosyası ve canlı bombalar nedeniyle baktım
mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime döndüm...,2,,bu kapılara sınırlara durduk yere bakılmaz ilk casusluk davasında ki alevi kimlikler üzerine yazılımlar ile baktım çünkü türk kadını konu askeri polisi olduğunda seks işçisi de olsa bu denli rahat ifadeler vermez sonra ermeni soykırım dosyası ve canlı bombalar nedeniyle baktım [SEP] mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime döndüm...
kimsenin ne siyasi ne dini görüşüne saygısızlık yapmadım düşüncelerimi söyledim ideolojimi belli ettim . ailemden aldığım terbiye buna hiç izin vermedi. ramazan'da içki içilmez deyip alevi vatandaşların tuttuğu oruçlarda kadeh kaldıranlara aleviler de dahil,2,,mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime döndüm... [SEP] kimsenin ne siyasi ne dini görüşüne saygısızlık yapmadım düşüncelerimi söyledim ideolojimi belli ettim . ailemden aldığım terbiye buna hiç izin vermedi. ramazan'da içki içilmez deyip alevi vatandaşların tuttuğu oruçlarda kadeh kaldıranlara aleviler de dahil
hayatın tadını en çok yıkılırken alıyorum. alev alevi ancak güçlendirir. kalbimde kal.,2,,kimsenin ne siyasi ne dini görüşüne saygısızlık yapmadım düşüncelerimi söyledim ideolojimi belli ettim . ailemden aldığım terbiye buna hiç izin vermedi. ramazan'da içki içilmez deyip alevi vatandaşların tuttuğu oruçlarda kadeh kaldıranlara aleviler de dahil [SEP] hayatın tadını en çok yıkılırken alıyorum. alev alevi ancak güçlendirir. kalbimde kal.
"rejimin böyle bir iç operasyona gideceğini zannedenler vardı. rejim öyle yönetmez. bunlar egemenler arası paylaşım itişmeleridir. devlet terörünün hedefi sadece 3 tarihsel hareket ve onların ittifak zeminleridir işçi alevi ve kürt hareketi. bunların ""locus""u da bugün hdp dir.",2,,"hayatın tadını en çok yıkılırken alıyorum. alev alevi ancak güçlendirir. kalbimde kal. [SEP] rejimin böyle bir iç operasyona gideceğini zannedenler vardı. rejim öyle yönetmez. bunlar egemenler arası paylaşım itişmeleridir. devlet terörünün hedefi sadece 3 tarihsel hareket ve onların ittifak zeminleridir işçi alevi ve kürt hareketi. bunların ""locus""u da bugün hdp dir."
ileri kitap şilan geçgel yazdı devletin sakıncalılar listesinde alevi kürtler,2,,"rejimin böyle bir iç operasyona gideceğini zannedenler vardı. rejim öyle yönetmez. bunlar egemenler arası paylaşım itişmeleridir. devlet terörünün hedefi sadece 3 tarihsel hareket ve onların ittifak zeminleridir işçi alevi ve kürt hareketi. bunların ""locus""u da bugün hdp dir. [SEP] ileri kitap şilan geçgel yazdı devletin sakıncalılar listesinde alevi kürtler"
alevi kültür derneklerinde kayyum tartışması!,2,,ileri kitap şilan geçgel yazdı devletin sakıncalılar listesinde alevi kürtler [SEP] alevi kültür derneklerinde kayyum tartışması!
#susamam sosyal medyada saman alevi.,2,,alevi kültür derneklerinde kayyum tartışması! [SEP] #susamam sosyal medyada saman alevi.
dağıstanlı müslüman dövüşçü #habib amerikalı #dustinpoirer'i yendiği maç sonrası tüm dünyaya sportmenlik dersi verdi.,2,,#susamam sosyal medyada saman alevi. [SEP] dağıstanlı müslüman dövüşçü #habib amerikalı #dustinpoirer'i yendiği maç sonrası tüm dünyaya sportmenlik dersi verdi.
"halide edip'i okumamış laik ömer seyfettin'i okumamış milliyetçi ve mehmet akif'i tanımayan müslüman gençlerimizin buluştuğu müzik bu. bu adam müzisyen. allah bilir nota okumasını bilmez. sultaniyegah ile mahur'u ayırt edemez. ama gençlerin ""idolü"" bu... allah affetsin bizi.",2,,"dağıstanlı müslüman dövüşçü #habib amerikalı #dustinpoirer'i yendiği maç sonrası tüm dünyaya sportmenlik dersi verdi. [SEP] halide edip'i okumamış laik ömer seyfettin'i okumamış milliyetçi ve mehmet akif'i tanımayan müslüman gençlerimizin buluştuğu müzik bu. bu adam müzisyen. allah bilir nota okumasını bilmez. sultaniyegah ile mahur'u ayırt edemez. ama gençlerin ""idolü"" bu... allah affetsin bizi."
%85 ateist olan isveç yolsuzlukta dünya sonuncusu... %99'u müslüman olan türkiye yolsuzlukta dünya ikincisi!...,1,dini,"halide edip'i okumamış laik ömer seyfettin'i okumamış milliyetçi ve mehmet akif'i tanımayan müslüman gençlerimizin buluştuğu müzik bu. bu adam müzisyen. allah bilir nota okumasını bilmez. sultaniyegah ile mahur'u ayırt edemez. ama gençlerin ""idolü"" bu... allah affetsin bizi. [SEP] %85 ateist olan isveç yolsuzlukta dünya sonuncusu... %99'u müslüman olan türkiye yolsuzlukta dünya ikincisi!..."
her müslüman için lazım gelen şey allah ehl-i beyt'ten her türlü kötülüğü gidermek ve onları tertemiz yapmak ister ayetinde allah teala'yı tasdik ederek ehl-i beyt'ten sadır olan her şeyi allah teala'nın affettiğine inanmaktır. allah teala'nın kendilerinin temiz olduğuna ve,2,,%85 ateist olan isveç yolsuzlukta dünya sonuncusu... %99'u müslüman olan türkiye yolsuzlukta dünya ikincisi!... [SEP] her müslüman için lazım gelen şey allah ehl-i beyt'ten her türlü kötülüğü gidermek ve onları tertemiz yapmak ister ayetinde allah teala'yı tasdik ederek ehl-i beyt'ten sadır olan her şeyi allah teala'nın affettiğine inanmaktır. allah teala'nın kendilerinin temiz olduğuna ve
"arapların türkiye sevgisi maaz ibrahimoğlu ""türkiye'nin müslüman ve modern hayata verdiği toleransın yüksek olduğunu ifade eden dinari bu nedenle istanbul'u tercih ettiğini belirtiyor..."" ahval",2,,"her müslüman için lazım gelen şey allah ehl-i beyt'ten her türlü kötülüğü gidermek ve onları tertemiz yapmak ister ayetinde allah teala'yı tasdik ederek ehl-i beyt'ten sadır olan her şeyi allah teala'nın affettiğine inanmaktır. allah teala'nın kendilerinin temiz olduğuna ve [SEP] arapların türkiye sevgisi maaz ibrahimoğlu ""türkiye'nin müslüman ve modern hayata verdiği toleransın yüksek olduğunu ifade eden dinari bu nedenle istanbul'u tercih ettiğini belirtiyor..."" ahval"
hoşgörü ve barış dini islamda bugün! pakistan'da yobaz bir meyva satıcısı müslüman bir kadının muhammed'in yasakladığını iddia ettiği kıyafetleri giyerek bisiklete binmesinin kendisini utandırdığını söylüyor! bizde senin varlığından utandık müslüman!,1,dini,"arapların türkiye sevgisi maaz ibrahimoğlu ""türkiye'nin müslüman ve modern hayata verdiği toleransın yüksek olduğunu ifade eden dinari bu nedenle istanbul'u tercih ettiğini belirtiyor..."" ahval [SEP] hoşgörü ve barış dini islamda bugün! pakistan'da yobaz bir meyva satıcısı müslüman bir kadının muhammed'in yasakladığını iddia ettiği kıyafetleri giyerek bisiklete binmesinin kendisini utandırdığını söylüyor! bizde senin varlığından utandık müslüman!"
yok mu şöyle aşure getirecek müslüman bir komşu,2,,hoşgörü ve barış dini islamda bugün! pakistan'da yobaz bir meyva satıcısı müslüman bir kadının muhammed'in yasakladığını iddia ettiği kıyafetleri giyerek bisiklete binmesinin kendisini utandırdığını söylüyor! bizde senin varlığından utandık müslüman! [SEP] yok mu şöyle aşure getirecek müslüman bir komşu
ey yahudi senin islamın hoşgörü getireceğine inandığın kadar inanıyorum dinine ey hristiyan senin toraya inandığın kadar inanıyorum dinine ey müslüman senin isa'nın tanrının oğlu olduğuna inandığın kadar inanıyorum dinine,2,,yok mu şöyle aşure getirecek müslüman bir komşu [SEP] ey yahudi senin islamın hoşgörü getireceğine inandığın kadar inanıyorum dinine ey hristiyan senin toraya inandığın kadar inanıyorum dinine ey müslüman senin isa'nın tanrının oğlu olduğuna inandığın kadar inanıyorum dinine
ateistin ateist olduğunu kanıtlama çabası eşcinselin eşcinsel olduğunu kanıtlama çabası müslümanın müslüman olduğunu kanıtlama çabası yobazın yobaz olduğunu kanıtlama çabası kanıtlama çabası... kanıtlama çabası... kanıtlama çabası...,2,,ey yahudi senin islamın hoşgörü getireceğine inandığın kadar inanıyorum dinine ey hristiyan senin toraya inandığın kadar inanıyorum dinine ey müslüman senin isa'nın tanrının oğlu olduğuna inandığın kadar inanıyorum dinine [SEP] ateistin ateist olduğunu kanıtlama çabası eşcinselin eşcinsel olduğunu kanıtlama çabası müslümanın müslüman olduğunu kanıtlama çabası yobazın yobaz olduğunu kanıtlama çabası kanıtlama çabası... kanıtlama çabası... kanıtlama çabası...
