tweet,class,CLEAN_TEXT
Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.,1,fuck club especially dallas clubs nothing stank pussy thirsty niggas
Fuck the courts!!! How is a $35 fine add up to $445 MF dollars bitch??,1,fuck courts fine add mf dollars bitch
Fuck the cowboys the giants the redskins #EaglesNation #BleedGreen,1,fuck cowboys giants redskins
Fuck the rockets and everything they get with d Howard bitch ass. Signed bitter laker fan. Lol,1,fuck rockets everything get howard bitch ass signed bitter laker fan lol
Fuck them bitches&#128557;&#128557;&#128557;,1,fuck bitches
Fuck them hoes you got that award already.,1,fuck hoes got award already
Fuck them kids bitch,1,fuck kids bitch
Fuck these bitches RT @KingHorseDick: Stop women bashing RT @viaNAWF Them women don't exist in this generation.,1,fuck bitches rt stop women bashing rt women dont exist generation
Fuck these hoes im gone &#9996;&#65039;,1,fuck hoes im gone
"Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha",1,fuck need fat bitch skinny bitches aint hungry mula hahaha
Fuck this bitch idc #TGIF,1,fuck bitch idc
Fuck this fuckin bitch and her stupid analysis bullshit,1,fuck fuckin bitch stupid analysis bullshit
Fuck this hoe ass professor she looks like an extra from Halloween town.,1,fuck hoe ass professor looks like extra halloween town
"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar.",1,fuck mexican bitch talks much thinks shes ivy league scholar
Fuck u 2 bitch call the cops,1,fuck u bitch call cops
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,0,fuck u niggas gonna mfka thing oh bitch ass wack ass nigga yall fake ass people
Fuck what a bitch saying the hood love me,1,fuck bitch saying hood love
Fuck what rappers say bitch I am LA,1,fuck rappers say bitch la
"Fuck what you think. I think them bitches produced the FUCK outta some shit. 

Telling you I STILL rock out to the vast majority of No Skits",1,fuck think think bitches produced fuck outta shit telling still rock vast majority skits
Fuck wit us and we tweakin hoe,1,fuck wit us tweakin hoe
Fuck with us you know we tweakin hoe,1,fuck us know tweakin hoe
"Fuck wnba , fuck dykes on my set #GotNoSet",1,fuck wnba fuck dykes set
Fuck ya main hoe now she claimin mob hav her brake ya heart wen I rob ya inda daark,1,fuck main hoe claimin mob hav brake heart wen rob inda daark
Fuck you and the bitches you talking to,1,fuck bitches talking
Fuck you bitch I have to fucking piss I take 30 seconds you take 5 fucking minutes &#128545;&#128545;&#128545;&#128545;,1,fuck bitch fucking piss take seconds take fucking minutes
Fuck you bitches who send dudes to child support court just because you're petty,1,fuck bitches send dudes child support court youre petty
Fuck you bruh Ima look at your young bitch..,1,fuck bruh ima look young bitch
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",0,fuck faggot grow rt im gonna old ass man still playing video games
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,0,fuck fuck stupid cheating bitch go lick dick die ur stupid nigger bitch
Fuck you ghetto ass coons,0,fuck ghetto ass coons
Fuck you niggah I'm cold &amp; my aunts said no more throwing people in so I'm going to take a shower &#128524;,1,fuck niggah im cold amp aunts said throwing people im going take shower
Fuck you then bitch shove that work up your A-S-S,1,fuck bitch shove work ass
Fuck you tweetin me emojis for faggot RT @FrancoisKilljoy: @202SOLE &#9786;&#65039; http://t.co/R6UeWFUr8W,1,fuck tweetin emojis faggot rt
"Fuck you, #BobCostas! That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool.",1,fuck football scum woulda stabbed gf death slit wrists instead shooting yer fool
"Fuck you, hoe ass nigga RT@UberFacts The white-fronted parrot is the only other species besides humans that French kiss as a prelude to sex.",1,fuck hoe ass nigga rt whitefronted parrot species besides humans french kiss prelude sex
"Fuck your dreads fire it up hoe rt while we watch ""This Is The End""",1,fuck dreads fire hoe rt watch end
"Fuck! ""Hostess to liquidate if Bakers&#8217; strike continues through Thursday; end of Twinkies..."" - http://t.co/gtWmJmGT",1,fuck hostess liquidate bakers strike continues thursday end twinkies
Fucked the shit out yo bitch earlier she said she couldn't stand straight,1,fucked shit yo bitch earlier said couldnt stand straight
Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. #FukNiccas,1,fucked freak hoe tell posed homeboy pillow talking
"Fucked your bitch, just met her &#128527;",1,fucked bitch met
Fucken pussy,1,fucken pussy
Fuckin pussies passed out.,1,fuckin pussies passed
"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",0,fuckin man knows fucks cant procreate without help breeders treat
"Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes",1,fuckin moron snortin oxycontin wearin cotton oxymoron like buff faggots playin sissy dikes
Fucking bitches never hit a nigga back up,1,fucking bitches never hit nigga back
Fucking cunts.,1,fucking cunts
Fucking douche bro. You're a fag,1,fucking douche bro youre fag
"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",0,fucking faggots arent live dc maryland va
Fucking flake ass bitches,1,fucking flake ass bitches
Fucking gook,0,fucking gook
Fucking hate ghetto girls I swear bruh,1,fucking hate ghetto girls swear bruh
Fucking hate ghetto girls bruh,1,fucking hate ghetto girls bruh
Fucking hate my coon ahh uncle,0,fucking hate coon ahh uncle
"Fucking lying cunts man, gotta love them",1,fucking lying cunts man gotta love
Fucking pussy bruh lol,1,fucking pussy bruh lol
Fucking redneck queers and their game invites,0,fucking redneck queers game invites
Fucking thirsty bitches,1,fucking thirsty bitches
Fucking told all of you bitches. http://t.co/DiF6d6EYin,1,fucking told bitches
Fucking trash @carmeloanthony,1,fucking trash
Fucking twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp,1,fucking twat rt xavi checking grass haha
Fucking with these hoes nigga don't be no dumby,0,fucking hoes nigga dont dumby
Fuckkkk this faggot commie http://t.co/RD81TnCo4f,1,fuckkkk faggot commie
"Fuckkkkk!!! My nig a g tho, he gonna come back",0,fuckkkkk nig g tho gonna come back
Fuhk you you hoe I don't want you back classic joint http://t.co/RSTFFagdwY,1,fuhk hoe dont want back classic joint
Fuk dat bitch lol @dropolo voice,1,fuk dat bitch lol voice
Fuk u bitch http://t.co/YezHxQVy02,1,fuk u bitch
Fuk wit a real nicca,0,fuk wit real nicca
Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt,1,fukn wit nicca luey boi smoking gas jus kickn shit
Funnie watching my nig interview on ESPN,1,funnie watching nig interview espn
"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",0,funniest yt comment ever received niggers gonna nig shrugs lmao racist muthafucka caught guard
Funny 2 see gay men with #grindr profiles bitch on tv about privacy rights.,1,funny see gay men profiles bitch tv privacy rights
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,2,funny thing isits people people seeing pics judging birds wrong
Fuuuuuck you you stupid fucking cunt,1,fuuuuuck stupid fucking cunt
Fuuuuuuuuck that bitch. #Snowpiercer,1,fuuuuuuuuck bitch
"G's up, hoes down, while you motherfuckers bounce to this.",1,gs hoes motherfuckers bounce
GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,2,ga charlie
GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe,2,ga charlie
"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;",0,geez think may right monkey surely acts like one
"GIRL! Trying to put dem bitches on, too! RT @CeeisMee: In AutoZone trying to buy the correct wiper blades for my car http://t.co/tifQceESts",1,girl trying put dem bitches rt autozone trying buy correct wiper blades car
GM....don't be the bird that didn't get the worm today #GoStampsGo84,2,gmdont bird didnt get worm today
GOAT RT @DBlockDeuce_215 Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY,1,goat rt nitty bitches rubbin beard stomach time jollies legendary
GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money fags,1,good music gtgtgtgtgt young money fags
GStar suspenders got a bad bitch bitch,1,gstar suspenders got bad bitch bitch
GTA online today bitch ass niggas,1,gta online today bitch ass niggas
GTFOH u bitch ass ref,1,gtfoh u bitch ass ref
"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv",2,guys walked office secretary bird looks like may find
GUYSSSSS YOU KNOW WHAT THAT MEANS &#128515;&#128515;&#128515;&#8220;@itslizkhalifa: @07Cannon maaan :( most of my friends are hoes this can't be true &#128554;&#8221;,1,guysssss know means maaan friends hoes cant true
Gab and Bri both fell asleep on me. #hoes,1,gab bri fell asleep
Gabby is back bitches step aside,1,gabby back bitches step aside
Gabby is hella ghetto,1,gabby hella ghetto
Gabby is such a hoe,1,gabby hoe
Gabby's a bitch and has three accounts,1,gabbys bitch three accounts
Gabby's a bitch and has two accounts,0,gabbys bitch two accounts
Gaga is that bitch who probably gives A+++ lapdances.,1,gaga bitch probably gives lapdances
"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!",1,gahdamn got bitches damn got bitches damn got bitches wifey girlfriend mistress
Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG,2,game preview houston new york
Game 128 Preview: Houston #Astros at New York #Yankees http://t.co/ughVRRdirz,2,game preview houston new york
Gang gang bitch&#128165;&#128299;,1,gang gang bitch
Gansitos are ATG beaner candy,1,gansitos atg beaner candy
Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,2,garys girl tranny rt wonder would become hed written garys girl
Gas is always cheaper in the ghetto,2,gas always cheaper ghetto
Gasoline RT @_____0__o______: 12. What did the last pussy you had taste like?,1,gasoline rt last pussy taste like
Gator's bitches best be usin Jimmy's !,1,gators bitches best usin jimmys
Gator's bitches better be using jimmies,1,gators bitches better using jimmies
"Gave a homeless guy a couple bucks today and didn't even say thank you, just walked away Ha okay!! Ungreatful son of a bitch.",1,gave homeless guy couple bucks today didnt even say thank walked away ha okay ungreatful son bitch
Gave dat bitch da Spirit of the Dragon,1,gave dat bitch spirit dragon
"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",0,gave move lil nigger push smh
Gave that bitch an E pill ... Bitches love fucking wit they EX,1,gave bitch e pill bitches love fucking wit ex
Gay ass hillbilly intro song,1,gay ass hillbilly intro song
Gay ass nigga &#128514;&#128514; bitch you thought you thought,0,gay ass nigga bitch thought thought
Geeked out my mine I think this bitch done stole a 50,1,geeked mine think bitch done stole
Geno Smith &gt; Alex bitch Smith's trash overpaid ass,1,geno smith gt alex bitch smiths trash overpaid ass
George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.,2,george rockwell speech lynchberg armo proud say uncle kelly speech
George michael such a fag,0,george michael fag
German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/6hOFBlxAuL,1,german gay guy left critical condition fag bashed belgrade
Get a &#8220;dope new job&#8221; bruh RT @Brizgotti: Good luck pussy RT @CombMyAfro: Interview aka MONEY TIME!,1,get dope new job bruh rt good luck pussy rt interview aka money time
"Get a bitch, break a bitch",1,get bitch break bitch
"Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk",1,get cunts threaten bothered id happily hit big massive group ae third years something hahaha
"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada",2,get mt offers fun break slopes sweet
"Get my name tatted, right by ya pussy &#128137;&#128008;&#128700;",1,get name tatted right pussy
Get on your mutha fucking shit hoe.,1,get mutha fucking shit hoe
Get on your shit hoe.,1,get shit hoe
"Get out granny long-johns rednecks..for your cold bones from very cold ""Polar Vortex, The Sequel""! DoG http://t.co/ZXuxFXPzI7",1,get granny longjohns rednecksfor cold bones cold polar vortex sequel dog
